id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
1158,1158,early,often,occasionally,3+weekly,halal,love,frugal,conservative,"[""citywalk""]","[""travel"", ""movie""]",ISTP,2025-08-11 11:18:51,2025-08-11 11:18:51
1159,1159,late,never,often,3+weekly,normal,ok,balanced,balanced,"[""island"", ""sea""]","[""hiking"", ""travel""]",ISFJ,2025-07-09 11:18:51,2025-07-09 11:18:51
1160,1160,late,never,occasionally,daily,halal,love,luxury,balanced,"[""mountain""]","[""yoga"", ""reading"", ""travel"", ""cooking""]",ENFP,2025-07-14 11:18:51,2025-07-14 11:18:51
1161,1161,normal,never,often,none,normal,ok,frugal,aggressive,"[""citywalk""]","[""travel"", ""running"", ""hiking"", ""basketball""]",ENFP,2025-07-07 11:18:51,2025-07-07 11:18:51
1162,1162,late,never,often,none,halal,love,balanced,aggressive,"[""desert"", ""roadtrip"", ""museum""]","[""photography"", ""coding"", ""basketball""]",ISTP,2025-08-30 11:18:51,2025-08-30 11:18:51
1163,1163,late,often,occasionally,daily,halal,allergic,balanced,aggressive,"[""citywalk"", ""desert""]","[""reading"", ""cooking"", ""basketball"", ""photography"", ""football""]",ENFP,2025-06-18 11:18:51,2025-06-18 11:18:51
1164,1164,normal,never,often,3+weekly,halal,love,frugal,aggressive,"[""citywalk""]","[""movie"", ""travel"", ""boardgame""]",,2025-07-31 11:18:51,2025-07-31 11:18:51
1165,1165,early,often,often,none,normal,reject,luxury,aggressive,"[""roadtrip"", ""island"", ""museum""]","[""reading"", ""running"", ""football"", ""travel"", ""yoga""]",ISFJ,2025-08-16 11:18:51,2025-08-16 11:18:51
1166,1166,late,occasionally,occasionally,daily,vegetarian,love,balanced,aggressive,"[""roadtrip"", ""citywalk""]","[""photography"", ""running"", ""cooking""]",ENTP,2025-07-13 11:18:51,2025-07-13 11:18:51
1167,1167,normal,never,often,daily,low_carb,reject,balanced,aggressive,"[""roadtrip"", ""sea""]","[""running"", ""travel"", ""reading"", ""boardgame"", ""cooking""]",ISFJ,2025-07-26 11:18:51,2025-07-26 11:18:51
1168,1168,normal,never,never,weekly,keto,ok,balanced,aggressive,"[""roadtrip"", ""museum"", ""mountain""]","[""basketball"", ""photography"", ""gaming"", ""yoga"", ""coding""]",INTJ,2025-06-25 11:18:51,2025-06-25 11:18:51
1169,1169,normal,occasionally,never,weekly,vegetarian,reject,frugal,conservative,"[""mountain"", ""museum""]","[""basketball"", ""music""]",ENTP,2025-08-28 11:18:51,2025-08-28 11:18:51
1170,1170,late,never,never,daily,normal,ok,luxury,aggressive,"[""citywalk"", ""desert""]","[""coding"", ""music""]",ISFJ,2025-07-29 11:18:51,2025-07-29 11:18:51
1171,1171,late,often,never,daily,low_carb,reject,frugal,aggressive,"[""sea"", ""mountain""]","[""cooking"", ""music"", ""travel"", ""football""]",ESFJ,2025-08-25 11:18:51,2025-08-25 11:18:51
1172,1172,late,often,occasionally,none,vegan,ok,balanced,balanced,"[""island"", ""citywalk""]","[""photography"", ""yoga"", ""reading"", ""basketball"", ""cooking"", ""gaming""]",ENTP,2025-09-07 11:18:51,2025-09-07 11:18:51
1173,1173,normal,occasionally,occasionally,3+weekly,low_carb,love,luxury,conservative,"[""roadtrip"", ""mountain"", ""sea""]","[""boardgame"", ""running"", ""coding"", ""football""]",ISFJ,2025-08-15 11:18:51,2025-08-15 11:18:51
1174,1174,late,occasionally,never,none,halal,love,frugal,conservative,"[""roadtrip"", ""desert"", ""sea""]","[""music"", ""reading"", ""hiking""]",ISFJ,2025-06-23 11:18:51,2025-06-23 11:18:51
1175,1175,early,often,never,daily,vegan,ok,frugal,aggressive,"[""sea"", ""museum"", ""citywalk""]","[""photography"", ""yoga"", ""football"", ""running"", ""cooking""]",ENFP,2025-07-22 11:18:51,2025-07-22 11:18:51
1176,1176,early,never,never,daily,keto,ok,balanced,aggressive,"[""desert"", ""mountain""]","[""movie"", ""music"", ""reading"", ""running"", ""coding""]",,2025-07-05 11:18:51,2025-07-05 11:18:51
1177,1177,early,often,occasionally,daily,halal,reject,balanced,balanced,"[""island""]","[""running"", ""boardgame"", ""coding""]",,2025-07-26 11:18:51,2025-07-26 11:18:51
1178,1178,normal,often,never,weekly,vegan,allergic,luxury,conservative,"[""mountain"", ""roadtrip""]","[""football"", ""movie"", ""hiking""]",ENTP,2025-07-25 11:18:51,2025-07-25 11:18:51
1179,1179,early,never,never,daily,low_carb,reject,balanced,balanced,"[""roadtrip"", ""mountain"", ""museum""]","[""running"", ""yoga"", ""reading"", ""gaming""]",,2025-08-26 11:18:51,2025-08-26 11:18:51
1180,1180,early,often,occasionally,weekly,halal,reject,frugal,aggressive,"[""island""]","[""reading"", ""travel"", ""yoga"", ""gaming"", ""hiking"", ""boardgame""]",ISFJ,2025-06-29 11:18:51,2025-06-29 11:18:51
1181,1181,early,never,often,none,vegetarian,ok,luxury,balanced,"[""sea"", ""mountain""]","[""football"", ""hiking"", ""travel"", ""gaming"", ""basketball""]",ISTP,2025-06-21 11:18:51,2025-06-21 11:18:51
1182,1182,normal,often,never,3+weekly,halal,love,luxury,balanced,"[""desert"", ""sea""]","[""basketball"", ""running"", ""travel""]",,2025-06-16 11:18:51,2025-06-16 11:18:51
1183,1183,normal,occasionally,occasionally,weekly,low_carb,love,luxury,aggressive,"[""citywalk""]","[""running"", ""reading"", ""coding"", ""movie"", ""yoga"", ""boardgame""]",ESFJ,2025-08-13 11:18:51,2025-08-13 11:18:51
1184,1184,normal,often,often,none,halal,ok,frugal,aggressive,"[""island""]","[""movie"", ""basketball"", ""running"", ""travel"", ""photography""]",ISTP,2025-09-02 11:18:51,2025-09-02 11:18:51
1185,1185,late,often,often,weekly,vegan,ok,frugal,balanced,"[""citywalk"", ""sea""]","[""gaming"", ""cooking"", ""basketball""]",ESFJ,2025-07-03 11:18:51,2025-07-03 11:18:51
1186,1186,normal,never,often,weekly,normal,allergic,frugal,aggressive,"[""museum""]","[""music"", ""football""]",INTJ,2025-07-09 11:18:51,2025-07-09 11:18:51
1187,1187,late,never,never,daily,low_carb,ok,frugal,conservative,"[""sea""]","[""cooking"", ""hiking"", ""boardgame""]",ENFP,2025-06-12 11:18:51,2025-06-12 11:18:51
1188,1188,late,often,never,none,low_carb,reject,frugal,aggressive,"[""desert""]","[""hiking"", ""music""]",,2025-08-22 11:18:51,2025-08-22 11:18:51
1189,1189,normal,often,never,weekly,vegetarian,ok,frugal,balanced,"[""island""]","[""basketball"", ""cooking"", ""football"", ""travel"", ""running"", ""yoga""]",ISFJ,2025-08-11 11:18:51,2025-08-11 11:18:51
1190,1190,early,never,often,none,vegetarian,reject,frugal,conservative,"[""sea"", ""island"", ""desert""]","[""basketball"", ""football"", ""running"", ""movie"", ""photography""]",ENTP,2025-07-31 11:18:51,2025-07-31 11:18:51
1191,1191,late,never,occasionally,daily,keto,ok,luxury,aggressive,"[""mountain""]","[""photography"", ""boardgame"", ""reading"", ""travel"", ""music""]",ISTP,2025-07-25 11:18:51,2025-07-25 11:18:51
1192,1192,late,occasionally,often,daily,vegetarian,reject,frugal,aggressive,"[""island"", ""desert""]","[""reading"", ""coding"", ""running"", ""gaming""]",ESFJ,2025-08-17 11:18:51,2025-08-17 11:18:51
1193,1193,late,never,never,none,low_carb,reject,balanced,balanced,"[""island"", ""mountain""]","[""running"", ""gaming"", ""photography""]",ISFJ,2025-07-13 11:18:51,2025-07-13 11:18:51
1194,1194,normal,occasionally,never,daily,normal,reject,frugal,aggressive,"[""sea"", ""citywalk"", ""desert""]","[""coding"", ""yoga"", ""running"", ""gaming"", ""cooking""]",ESFJ,2025-08-11 11:18:51,2025-08-11 11:18:51
1195,1195,early,often,occasionally,none,keto,allergic,luxury,conservative,"[""sea""]","[""photography"", ""coding"", ""reading"", ""football""]",ENTP,2025-08-09 11:18:51,2025-08-09 11:18:51
1196,1196,late,occasionally,occasionally,none,vegan,allergic,frugal,aggressive,"[""citywalk"", ""mountain"", ""desert""]","[""travel"", ""boardgame"", ""movie"", ""football"", ""photography"", ""music""]",ISTP,2025-07-17 11:18:51,2025-07-17 11:18:51
1197,1197,early,often,often,weekly,vegan,ok,frugal,balanced,"[""roadtrip"", ""museum"", ""sea""]","[""yoga"", ""cooking"", ""travel""]",INTJ,2025-09-05 11:18:51,2025-09-05 11:18:51
1198,1198,normal,never,occasionally,3+weekly,keto,love,balanced,conservative,"[""mountain"", ""citywalk""]","[""travel"", ""coding"", ""movie""]",ISFJ,2025-06-16 11:18:51,2025-06-16 11:18:51
1199,1199,early,never,occasionally,daily,normal,allergic,luxury,aggressive,"[""mountain"", ""island"", ""museum""]","[""photography"", ""boardgame"", ""movie"", ""yoga"", ""gaming"", ""running""]",ENTP,2025-07-13 11:18:51,2025-07-13 11:18:51
1200,1200,early,never,often,daily,low_carb,love,luxury,balanced,"[""desert"", ""mountain""]","[""movie"", ""photography"", ""football"", ""music"", ""gaming""]",ISFJ,2025-06-21 11:18:51,2025-06-21 11:18:51
1201,1201,early,often,never,none,halal,love,frugal,balanced,"[""roadtrip"", ""desert"", ""sea""]","[""yoga"", ""hiking"", ""running"", ""music""]",,2025-08-23 11:18:51,2025-08-23 11:18:51
1202,1202,early,never,occasionally,weekly,keto,ok,luxury,aggressive,"[""sea"", ""roadtrip""]","[""music"", ""boardgame"", ""running"", ""hiking"", ""travel""]",INTJ,2025-07-22 11:18:51,2025-07-22 11:18:51
1203,1203,late,never,often,3+weekly,keto,reject,frugal,balanced,"[""citywalk"", ""mountain""]","[""yoga"", ""boardgame""]",ISTP,2025-06-26 11:18:51,2025-06-26 11:18:51
1204,1204,late,never,never,daily,low_carb,reject,balanced,conservative,"[""sea""]","[""movie"", ""football"", ""reading""]",,2025-07-04 11:18:51,2025-07-04 11:18:51
1205,1205,early,often,occasionally,daily,vegetarian,ok,frugal,conservative,"[""sea""]","[""photography"", ""football"", ""gaming"", ""coding"", ""hiking""]",ISFJ,2025-06-18 11:18:51,2025-06-18 11:18:51
1206,1206,late,occasionally,often,weekly,vegetarian,ok,frugal,conservative,"[""roadtrip"", ""mountain""]","[""football"", ""reading"", ""hiking"", ""travel"", ""photography""]",INTJ,2025-08-25 11:18:51,2025-08-25 11:18:51
1207,1207,late,often,occasionally,none,normal,ok,frugal,aggressive,"[""roadtrip""]","[""running"", ""travel""]",ESFJ,2025-09-05 11:18:51,2025-09-05 11:18:51
1208,1208,early,often,never,3+weekly,low_carb,ok,luxury,balanced,"[""island""]","[""hiking"", ""reading"", ""movie"", ""travel""]",ENFP,2025-07-21 11:18:51,2025-07-21 11:18:51
1209,1209,late,never,often,3+weekly,vegetarian,reject,balanced,balanced,"[""desert""]","[""basketball"", ""yoga"", ""movie"", ""hiking"", ""gaming"", ""football""]",INTJ,2025-07-08 11:18:51,2025-07-08 11:18:51
1210,1210,late,often,often,weekly,low_carb,reject,frugal,conservative,"[""island""]","[""movie"", ""running"", ""coding"", ""yoga"", ""reading""]",INTJ,2025-07-01 11:18:51,2025-07-01 11:18:51
1211,1211,normal,often,occasionally,daily,vegan,ok,luxury,conservative,"[""mountain"", ""island"", ""citywalk""]","[""hiking"", ""photography"", ""music""]",ENFP,2025-06-26 11:18:51,2025-06-26 11:18:51
1212,1212,early,never,often,weekly,vegan,reject,frugal,conservative,"[""citywalk"", ""mountain""]","[""hiking"", ""photography""]",ENTP,2025-06-26 11:18:51,2025-06-26 11:18:51
1213,1213,early,never,often,none,normal,love,frugal,conservative,"[""citywalk"", ""desert""]","[""yoga"", ""gaming""]",ENFP,2025-09-03 11:18:51,2025-09-03 11:18:51
1214,1214,early,occasionally,never,weekly,normal,allergic,balanced,balanced,"[""desert""]","[""cooking"", ""boardgame""]",ENTP,2025-08-12 11:18:51,2025-08-12 11:18:51
1215,1215,early,often,occasionally,none,low_carb,ok,balanced,aggressive,"[""desert"", ""roadtrip""]","[""hiking"", ""basketball"", ""football""]",ISFJ,2025-07-14 11:18:51,2025-07-14 11:18:51
1216,1216,early,occasionally,occasionally,daily,normal,love,balanced,aggressive,"[""roadtrip"", ""mountain""]","[""yoga"", ""running"", ""movie"", ""reading"", ""hiking""]",ISFJ,2025-08-13 11:18:51,2025-08-13 11:18:51
1217,1217,early,occasionally,never,3+weekly,halal,allergic,balanced,balanced,"[""museum"", ""island"", ""sea""]","[""hiking"", ""cooking"", ""gaming""]",ISTP,2025-09-08 11:18:51,2025-09-08 11:18:51
1218,1218,late,never,occasionally,none,halal,love,frugal,balanced,"[""citywalk"", ""museum"", ""desert""]","[""photography"", ""reading"", ""boardgame""]",ESFJ,2025-09-02 11:18:51,2025-09-02 11:18:51
1219,1219,late,occasionally,often,weekly,halal,reject,frugal,conservative,"[""citywalk""]","[""basketball"", ""yoga""]",ESFJ,2025-08-10 11:18:51,2025-08-10 11:18:51
1220,1220,early,occasionally,often,3+weekly,keto,reject,frugal,aggressive,"[""citywalk"", ""roadtrip""]","[""photography"", ""coding"", ""boardgame"", ""basketball""]",ISTP,2025-09-06 11:18:51,2025-09-06 11:18:51
1221,1221,early,often,never,daily,vegan,ok,frugal,aggressive,"[""desert"", ""island""]","[""boardgame"", ""hiking"", ""movie"", ""basketball""]",INTJ,2025-07-07 11:18:51,2025-07-07 11:18:51
1222,1222,late,often,never,3+weekly,vegan,allergic,frugal,aggressive,"[""roadtrip""]","[""boardgame"", ""yoga"", ""gaming"", ""football"", ""hiking"", ""running""]",,2025-08-29 11:18:51,2025-08-29 11:18:51
1223,1223,late,never,never,none,vegetarian,ok,balanced,conservative,"[""sea"", ""museum"", ""roadtrip""]","[""movie"", ""gaming""]",ESFJ,2025-06-13 11:18:51,2025-06-13 11:18:51
1224,1224,late,often,never,weekly,low_carb,allergic,balanced,balanced,"[""roadtrip"", ""citywalk"", ""sea""]","[""photography"", ""basketball"", ""gaming"", ""yoga"", ""hiking"", ""reading""]",ESFJ,2025-07-03 11:18:51,2025-07-03 11:18:51
1225,1225,late,often,often,3+weekly,keto,love,luxury,conservative,"[""island"", ""desert""]","[""coding"", ""hiking"", ""gaming"", ""yoga"", ""reading"", ""music""]",ENFP,2025-09-08 11:18:51,2025-09-08 11:18:51
1226,1226,late,never,occasionally,3+weekly,halal,reject,luxury,conservative,"[""island""]","[""basketball"", ""yoga"", ""reading"", ""hiking"", ""cooking"", ""boardgame""]",ENTP,2025-07-28 11:18:51,2025-07-28 11:18:51
1227,1227,late,often,often,none,low_carb,allergic,balanced,conservative,"[""desert""]","[""coding"", ""photography"", ""gaming"", ""basketball"", ""reading""]",ENTP,2025-08-30 11:18:51,2025-08-30 11:18:51
1228,1228,early,never,occasionally,3+weekly,halal,love,luxury,conservative,"[""roadtrip""]","[""reading"", ""coding"", ""boardgame"", ""basketball"", ""gaming"", ""football""]",,2025-08-01 11:18:51,2025-08-01 11:18:51
1229,1229,normal,never,often,daily,keto,ok,frugal,conservative,"[""roadtrip"", ""mountain"", ""sea""]","[""travel"", ""movie"", ""gaming""]",ENTP,2025-08-08 11:18:51,2025-08-08 11:18:51
1230,1230,late,often,occasionally,3+weekly,halal,allergic,luxury,conservative,"[""museum"", ""citywalk"", ""mountain""]","[""reading"", ""basketball"", ""travel"", ""coding""]",ISFJ,2025-06-23 11:18:51,2025-06-23 11:18:51
1231,1231,normal,occasionally,never,none,halal,love,balanced,conservative,"[""sea""]","[""yoga"", ""travel"", ""basketball"", ""cooking"", ""reading"", ""hiking""]",ISFJ,2025-08-01 11:18:51,2025-08-01 11:18:51
1232,1232,late,often,never,daily,halal,love,balanced,balanced,"[""mountain"", ""sea""]","[""coding"", ""boardgame""]",,2025-08-03 11:18:51,2025-08-03 11:18:51
1233,1233,early,often,occasionally,weekly,normal,love,luxury,conservative,"[""island"", ""sea"", ""mountain""]","[""photography"", ""travel"", ""reading"", ""basketball"", ""boardgame""]",ISTP,2025-08-07 11:18:51,2025-08-07 11:18:51
1234,1234,late,often,never,3+weekly,vegan,love,frugal,balanced,"[""mountain""]","[""football"", ""coding""]",ENFP,2025-09-06 11:18:51,2025-09-06 11:18:51
1235,1235,late,never,often,3+weekly,vegetarian,love,balanced,balanced,"[""sea"", ""desert"", ""roadtrip""]","[""football"", ""reading"", ""running"", ""boardgame"", ""cooking""]",ENTP,2025-07-28 11:18:51,2025-07-28 11:18:51
1236,1236,late,often,often,3+weekly,halal,reject,luxury,conservative,"[""mountain"", ""island""]","[""reading"", ""hiking"", ""basketball"", ""yoga"", ""running""]",ISTP,2025-09-02 11:18:51,2025-09-02 11:18:51
1237,1237,late,often,never,daily,low_carb,ok,balanced,aggressive,"[""museum"", ""desert""]","[""photography"", ""running""]",ENFP,2025-08-24 11:18:51,2025-08-24 11:18:51
1238,1238,early,never,never,weekly,low_carb,allergic,balanced,balanced,"[""mountain"", ""desert""]","[""photography"", ""cooking"", ""yoga"", ""football"", ""running""]",ESFJ,2025-07-16 11:18:51,2025-07-16 11:18:51
1239,1239,late,never,often,daily,keto,love,balanced,conservative,"[""citywalk""]","[""running"", ""music"", ""movie"", ""cooking"", ""boardgame""]",ENTP,2025-09-07 11:18:51,2025-09-07 11:18:51
1240,1240,late,often,often,none,normal,reject,balanced,balanced,"[""museum"", ""sea"", ""citywalk""]","[""cooking"", ""basketball"", ""reading"", ""yoga"", ""photography"", ""coding""]",ENFP,2025-07-02 11:18:51,2025-07-02 11:18:51
1241,1241,normal,occasionally,often,weekly,low_carb,ok,balanced,conservative,"[""museum"", ""roadtrip""]","[""boardgame"", ""reading""]",ISFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
1242,1242,normal,occasionally,often,weekly,keto,ok,balanced,balanced,"[""island"", ""museum""]","[""photography"", ""running"", ""gaming"", ""travel"", ""boardgame""]",ISFJ,2025-07-17 11:18:51,2025-07-17 11:18:51
1243,1243,late,occasionally,occasionally,none,low_carb,allergic,luxury,balanced,"[""roadtrip"", ""citywalk""]","[""hiking"", ""music"", ""football"", ""movie"", ""photography"", ""boardgame""]",ENFP,2025-08-24 11:18:51,2025-08-24 11:18:51
1244,1244,early,never,often,daily,vegetarian,allergic,luxury,aggressive,"[""island""]","[""music"", ""hiking"", ""photography"", ""running"", ""boardgame""]",,2025-08-09 11:18:51,2025-08-09 11:18:51
1245,1245,normal,often,never,none,vegetarian,reject,luxury,aggressive,"[""museum""]","[""movie"", ""gaming"", ""photography"", ""boardgame""]",ENFP,2025-08-23 11:18:51,2025-08-23 11:18:51
1246,1246,normal,often,never,none,vegetarian,ok,frugal,conservative,"[""sea""]","[""boardgame"", ""basketball"", ""music"", ""running"", ""coding""]",ISFJ,2025-06-21 11:18:51,2025-06-21 11:18:51
1247,1247,late,occasionally,never,none,keto,allergic,balanced,aggressive,"[""roadtrip"", ""island""]","[""travel"", ""gaming"", ""running"", ""boardgame""]",ISFJ,2025-08-24 11:18:51,2025-08-24 11:18:51
1248,1248,late,occasionally,never,weekly,vegan,allergic,luxury,conservative,"[""museum"", ""citywalk""]","[""gaming"", ""basketball"", ""running"", ""hiking"", ""boardgame"", ""travel""]",ENTP,2025-06-27 11:18:51,2025-06-27 11:18:51
1249,1249,late,often,never,weekly,vegetarian,reject,balanced,aggressive,"[""roadtrip"", ""island"", ""sea""]","[""reading"", ""running"", ""boardgame"", ""movie"", ""hiking"", ""cooking""]",ENFP,2025-09-05 11:18:51,2025-09-05 11:18:51
1250,1250,normal,occasionally,occasionally,none,vegan,love,balanced,conservative,"[""desert"", ""mountain"", ""sea""]","[""travel"", ""coding"", ""gaming""]",ENFP,2025-06-23 11:18:51,2025-06-23 11:18:51
1251,1251,late,often,never,none,halal,love,luxury,balanced,"[""sea""]","[""photography"", ""reading"", ""movie"", ""music""]",ISTP,2025-07-23 11:18:51,2025-07-23 11:18:51
1252,1252,normal,often,never,3+weekly,vegan,reject,frugal,balanced,"[""museum"", ""roadtrip""]","[""gaming"", ""yoga""]",ISFJ,2025-07-26 11:18:51,2025-07-26 11:18:51
1253,1253,normal,occasionally,never,none,halal,reject,balanced,conservative,"[""island"", ""desert"", ""museum""]","[""running"", ""coding"", ""football"", ""gaming"", ""movie""]",INTJ,2025-06-29 11:18:51,2025-06-29 11:18:51
1254,1254,late,occasionally,occasionally,weekly,vegan,allergic,balanced,aggressive,"[""mountain"", ""sea"", ""roadtrip""]","[""running"", ""music"", ""coding"", ""football"", ""basketball"", ""boardgame""]",INTJ,2025-06-15 11:18:51,2025-06-15 11:18:51
1255,1255,normal,occasionally,occasionally,none,low_carb,ok,frugal,conservative,"[""mountain"", ""museum"", ""sea""]","[""travel"", ""football"", ""reading"", ""hiking"", ""basketball""]",ENTP,2025-08-03 11:18:51,2025-08-03 11:18:51
1256,1256,late,never,often,none,vegan,reject,balanced,aggressive,"[""citywalk"", ""museum"", ""mountain""]","[""hiking"", ""boardgame"", ""coding"", ""gaming"", ""music"", ""running""]",,2025-07-05 11:18:51,2025-07-05 11:18:51
1257,1257,early,occasionally,occasionally,weekly,halal,love,luxury,balanced,"[""sea"", ""roadtrip""]","[""hiking"", ""boardgame"", ""yoga"", ""music"", ""photography""]",ENFP,2025-06-21 11:18:51,2025-06-21 11:18:51
1258,1258,late,never,never,daily,normal,love,balanced,balanced,"[""mountain"", ""citywalk""]","[""music"", ""coding""]",ISTP,2025-08-21 11:18:51,2025-08-21 11:18:51
1259,1259,early,often,never,weekly,keto,allergic,luxury,balanced,"[""roadtrip"", ""sea"", ""museum""]","[""yoga"", ""photography"", ""football"", ""boardgame"", ""gaming""]",ENTP,2025-07-20 11:18:51,2025-07-20 11:18:51
1260,1260,late,occasionally,never,daily,vegetarian,love,luxury,aggressive,"[""mountain"", ""sea""]","[""hiking"", ""music"", ""basketball"", ""yoga"", ""reading""]",ISFJ,2025-06-15 11:18:51,2025-06-15 11:18:51
1261,1261,early,never,occasionally,weekly,low_carb,ok,frugal,balanced,"[""desert"", ""sea"", ""citywalk""]","[""cooking"", ""coding"", ""photography"", ""hiking"", ""travel"", ""gaming""]",ESFJ,2025-09-04 11:18:51,2025-09-04 11:18:51
1262,1262,late,never,often,none,keto,reject,luxury,aggressive,"[""museum"", ""island""]","[""boardgame"", ""coding"", ""reading"", ""gaming"", ""music""]",ENTP,2025-08-20 11:18:51,2025-08-20 11:18:51
1263,1263,early,often,never,none,keto,allergic,frugal,balanced,"[""mountain"", ""desert"", ""citywalk""]","[""reading"", ""music"", ""yoga"", ""basketball"", ""cooking""]",ENFP,2025-07-31 11:18:51,2025-07-31 11:18:51
1264,1264,late,occasionally,never,3+weekly,vegan,ok,frugal,balanced,"[""island"", ""citywalk""]","[""coding"", ""basketball"", ""football""]",ISTP,2025-06-19 11:18:51,2025-06-19 11:18:51
1265,1265,normal,occasionally,often,none,vegetarian,reject,luxury,balanced,"[""museum"", ""island""]","[""movie"", ""photography"", ""coding""]",ESFJ,2025-06-29 11:18:51,2025-06-29 11:18:51
1266,1266,early,often,never,none,vegan,ok,luxury,balanced,"[""sea""]","[""basketball"", ""boardgame"", ""cooking"", ""yoga"", ""movie""]",ENFP,2025-06-17 11:18:51,2025-06-17 11:18:51
1267,1267,normal,often,often,weekly,keto,love,frugal,balanced,"[""sea""]","[""hiking"", ""photography"", ""gaming""]",ENTP,2025-07-13 11:18:51,2025-07-13 11:18:51
1268,1268,late,occasionally,often,daily,vegetarian,allergic,luxury,conservative,"[""island"", ""mountain"", ""museum""]","[""basketball"", ""movie""]",ENTP,2025-08-22 11:18:51,2025-08-22 11:18:51
1269,1269,normal,occasionally,never,weekly,normal,ok,luxury,aggressive,"[""mountain"", ""roadtrip"", ""citywalk""]","[""boardgame"", ""coding"", ""reading"", ""movie"", ""cooking"", ""gaming""]",,2025-08-30 11:18:51,2025-08-30 11:18:51
1270,1270,early,never,occasionally,weekly,vegetarian,reject,frugal,balanced,"[""sea"", ""mountain""]","[""cooking"", ""photography""]",ENFP,2025-08-14 11:18:51,2025-08-14 11:18:51
1271,1271,normal,never,never,3+weekly,normal,love,frugal,conservative,"[""roadtrip"", ""museum"", ""desert""]","[""reading"", ""photography"", ""yoga"", ""basketball""]",ESFJ,2025-06-20 11:18:51,2025-06-20 11:18:51
1272,1272,normal,often,never,daily,vegetarian,allergic,luxury,aggressive,"[""citywalk"", ""roadtrip""]","[""football"", ""travel"", ""boardgame"", ""movie"", ""basketball""]",,2025-06-18 11:18:51,2025-06-18 11:18:51
1273,1273,normal,often,occasionally,weekly,halal,reject,frugal,aggressive,"[""island"", ""citywalk""]","[""gaming"", ""reading"", ""hiking"", ""yoga"", ""coding""]",ENFP,2025-07-11 11:18:51,2025-07-11 11:18:51
1274,1274,normal,occasionally,never,daily,vegan,allergic,frugal,balanced,"[""museum""]","[""football"", ""running"", ""boardgame"", ""coding"", ""movie"", ""hiking""]",ESFJ,2025-07-15 11:18:51,2025-07-15 11:18:51
1275,1275,early,never,occasionally,daily,low_carb,love,frugal,conservative,"[""desert"", ""mountain"", ""citywalk""]","[""football"", ""travel"", ""coding"", ""photography"", ""running"", ""hiking""]",ESFJ,2025-06-30 11:18:51,2025-06-30 11:18:51
1276,1276,normal,occasionally,occasionally,weekly,vegan,reject,balanced,balanced,"[""island"", ""museum""]","[""cooking"", ""yoga"", ""photography"", ""football"", ""travel""]",ENFP,2025-08-22 11:18:51,2025-08-22 11:18:51
1277,1277,normal,never,often,daily,keto,ok,frugal,balanced,"[""roadtrip"", ""mountain"", ""sea""]","[""music"", ""yoga"", ""coding"", ""photography"", ""basketball""]",ENFP,2025-07-15 11:18:51,2025-07-15 11:18:51
1278,1278,late,often,never,weekly,vegan,love,balanced,conservative,"[""mountain"", ""citywalk"", ""sea""]","[""gaming"", ""yoga""]",ISTP,2025-07-25 11:18:51,2025-07-25 11:18:51
1279,1279,normal,often,never,3+weekly,low_carb,allergic,luxury,conservative,"[""island""]","[""basketball"", ""football"", ""photography"", ""gaming"", ""reading"", ""travel""]",ENTP,2025-07-06 11:18:51,2025-07-06 11:18:51
1280,1280,early,never,never,3+weekly,normal,reject,luxury,balanced,"[""island"", ""sea"", ""mountain""]","[""boardgame"", ""movie""]",INTJ,2025-07-21 11:18:51,2025-07-21 11:18:51
1281,1281,early,never,never,daily,normal,reject,luxury,balanced,"[""sea"", ""citywalk"", ""museum""]","[""yoga"", ""hiking""]",ENTP,2025-07-26 11:18:51,2025-07-26 11:18:51
1282,1282,late,never,often,daily,normal,love,luxury,aggressive,"[""museum"", ""sea"", ""citywalk""]","[""basketball"", ""music"", ""running"", ""cooking""]",INTJ,2025-08-22 11:18:51,2025-08-22 11:18:51
1283,1283,early,occasionally,often,none,keto,love,luxury,balanced,"[""mountain"", ""sea"", ""roadtrip""]","[""hiking"", ""boardgame"", ""movie"", ""running"", ""football""]",ISFJ,2025-07-08 11:18:51,2025-07-08 11:18:51
1284,1284,late,often,often,3+weekly,normal,reject,balanced,balanced,"[""citywalk"", ""mountain""]","[""gaming"", ""travel"", ""running""]",,2025-06-16 11:18:51,2025-06-16 11:18:51
1285,1285,early,never,never,daily,vegan,love,frugal,balanced,"[""island"", ""desert"", ""citywalk""]","[""boardgame"", ""gaming""]",ENFP,2025-09-08 11:18:51,2025-09-08 11:18:51
1286,1286,normal,often,often,weekly,normal,reject,luxury,balanced,"[""roadtrip""]","[""running"", ""photography"", ""football"", ""boardgame"", ""gaming"", ""basketball""]",ISTP,2025-06-26 11:18:51,2025-06-26 11:18:51
1287,1287,normal,occasionally,occasionally,daily,vegan,reject,luxury,aggressive,"[""roadtrip"", ""sea""]","[""movie"", ""coding"", ""music"", ""travel""]",,2025-07-09 11:18:51,2025-07-09 11:18:51
